PerfID,EmpID,Rating,PerfDate
232,269,3,2015-12-31 00:00:00
233,270,3,2015-12-31 00:00:00
234,271,2,2015-12-31 00:00:00
235,272,5,2015-12-31 00:00:00
236,273,4,2015-12-31 00:00:00
237,274,3,2015-12-31 00:00:00
238,275,2,2015-12-31 00:00:00
239,276,4,2015-12-31 00:00:00
240,278,3,2015-12-31 00:00:00
241,281,2,2015-12-31 00:00:00
242,283,3,2015-12-31 00:00:00
243,285,5,2015-12-31 00:00:00
244,287,4,2015-12-31 00:00:00
245,288,5,2015-12-31 00:00:00
246,289,4,2015-12-31 00:00:00
247,290,2,2015-12-31 00:00:00
248,291,3,2015-12-31 00:00:00
249,292,4,2015-12-31 00:00:00
250,293,4,2015-12-31 00:00:00
251,294,2,2015-12-31 00:00:00
252,295,4,2015-12-31 00:00:00
253,296,3,2015-12-31 00:00:00
254,297,2,2015-12-31 00:00:00
255,298,3,2015-12-31 00:00:00
256,299,5,2015-12-31 00:00:00
257,301,1,2015-12-31 00:00:00
258,302,2,2015-12-31 00:00:00
259,303,3,2015-12-31 00:00:00
260,304,4,2015-12-31 00:00:00
261,305,2,2015-12-31 00:00:00
262,306,3,2015-12-31 00:00:00
263,307,3,2015-12-31 00:00:00
264,308,3,2015-12-31 00:00:00
265,309,4,2015-12-31 00:00:00
266,310,4,2015-12-31 00:00:00
267,311,3,2015-12-31 00:00:00
268,312,2,2015-12-31 00:00:00
269,313,1,2015-12-31 00:00:00
270,314,3,2015-12-31 00:00:00
271,315,5,2015-12-31 00:00:00
272,316,3,2015-12-31 00:00:00
273,319,3,2015-12-31 00:00:00
274,320,2,2015-12-31 00:00:00
275,321,3,2015-12-31 00:00:00
276,322,4,2015-12-31 00:00:00
277,323,2,2015-12-31 00:00:00
278,324,5,2015-12-31 00:00:00
279,325,4,2015-12-31 00:00:00
280,326,3,2015-12-31 00:00:00
281,327,4,2015-12-31 00:00:00
282,328,3,2015-12-31 00:00:00
283,329,2,2015-12-31 00:00:00
284,332,3,2015-12-31 00:00:00
285,333,3,2015-12-31 00:00:00
286,334,3,2015-12-31 00:00:00
287,335,4,2015-12-31 00:00:00
288,336,3,2015-12-31 00:00:00
289,337,1,2015-12-31 00:00:00
290,338,5,2015-12-31 00:00:00
291,340,3,2015-12-31 00:00:00
292,341,3,2015-12-31 00:00:00
293,343,3,2015-12-31 00:00:00
294,344,4,2015-12-31 00:00:00
295,345,1,2015-12-31 00:00:00
296,346,4,2015-12-31 00:00:00
297,348,1,2015-12-31 00:00:00
298,349,1,2015-12-31 00:00:00
299,350,3,2015-12-31 00:00:00
300,352,3,2015-12-31 00:00:00
301,353,2,2015-12-31 00:00:00
302,354,2,2015-12-31 00:00:00
303,355,3,2015-12-31 00:00:00
304,356,3,2015-12-31 00:00:00
305,358,2,2015-12-31 00:00:00
306,359,3,2015-12-31 00:00:00
307,361,3,2015-12-31 00:00:00
308,362,4,2015-12-31 00:00:00
309,364,3,2015-12-31 00:00:00
310,366,2,2015-12-31 00:00:00
311,367,3,2015-12-31 00:00:00
312,371,1,2015-12-31 00:00:00
313,372,5,2015-12-31 00:00:00
314,374,3,2015-12-31 00:00:00
315,375,1,2015-12-31 00:00:00
316,376,2,2015-12-31 00:00:00
317,377,3,2015-12-31 00:00:00
318,378,3,2015-12-31 00:00:00
319,379,5,2015-12-31 00:00:00
320,381,3,2015-12-31 00:00:00
321,382,2,2015-12-31 00:00:00
322,383,4,2015-12-31 00:00:00
323,384,2,2015-12-31 00:00:00
324,385,1,2015-12-31 00:00:00
325,387,4,2015-12-31 00:00:00
326,388,4,2015-12-31 00:00:00
327,389,1,2015-12-31 00:00:00
328,390,4,2015-12-31 00:00:00
329,393,5,2015-12-31 00:00:00
330,395,3,2015-12-31 00:00:00
331,396,3,2015-12-31 00:00:00
332,397,1,2015-12-31 00:00:00
333,399,3,2015-12-31 00:00:00
334,400,3,2015-12-31 00:00:00
335,402,4,2015-12-31 00:00:00
336,403,2,2015-12-31 00:00:00
337,404,2,2015-12-31 00:00:00
338,406,5,2015-12-31 00:00:00
339,407,3,2015-12-31 00:00:00
340,408,2,2015-12-31 00:00:00
341,409,5,2015-12-31 00:00:00
342,411,1,2015-12-31 00:00:00
343,414,3,2015-12-31 00:00:00
344,415,3,2015-12-31 00:00:00
345,416,2,2015-12-31 00:00:00
346,417,3,2015-12-31 00:00:00
347,418,2,2015-12-31 00:00:00
348,419,4,2015-12-31 00:00:00
349,420,1,2015-12-31 00:00:00
350,421,2,2015-12-31 00:00:00
351,422,2,2015-12-31 00:00:00
352,423,1,2015-12-31 00:00:00
353,425,1,2015-12-31 00:00:00
354,426,3,2015-12-31 00:00:00
355,427,1,2015-12-31 00:00:00
356,428,2,2015-12-31 00:00:00
357,432,2,2015-12-31 00:00:00
358,433,3,2015-12-31 00:00:00
359,434,5,2015-12-31 00:00:00
360,435,3,2015-12-31 00:00:00
361,436,3,2015-12-31 00:00:00
362,437,3,2015-12-31 00:00:00
363,438,3,2015-12-31 00:00:00
364,439,4,2015-12-31 00:00:00
365,440,3,2015-12-31 00:00:00
366,441,3,2015-12-31 00:00:00
367,442,2,2015-12-31 00:00:00
368,443,3,2015-12-31 00:00:00
369,445,3,2015-12-31 00:00:00
370,446,4,2015-12-31 00:00:00
371,447,2,2015-12-31 00:00:00
372,448,3,2015-12-31 00:00:00
373,449,5,2015-12-31 00:00:00
374,451,1,2015-12-31 00:00:00
375,452,3,2015-12-31 00:00:00
376,454,2,2015-12-31 00:00:00
377,455,3,2015-12-31 00:00:00
378,456,4,2015-12-31 00:00:00
379,457,3,2015-12-31 00:00:00
380,458,3,2015-12-31 00:00:00
381,459,3,2015-12-31 00:00:00
382,460,3,2015-12-31 00:00:00
383,463,5,2015-12-31 00:00:00
384,464,3,2015-12-31 00:00:00
385,466,2,2015-12-31 00:00:00
386,467,3,2015-12-31 00:00:00
387,468,3,2015-12-31 00:00:00
388,469,4,2015-12-31 00:00:00
389,470,1,2015-12-31 00:00:00
390,471,3,2015-12-31 00:00:00
391,472,1,2015-12-31 00:00:00
392,473,2,2015-12-31 00:00:00
393,474,1,2015-12-31 00:00:00
394,475,3,2015-12-31 00:00:00
395,476,4,2015-12-31 00:00:00
396,477,4,2015-12-31 00:00:00
397,479,4,2015-12-31 00:00:00
398,480,2,2015-12-31 00:00:00
399,481,5,2015-12-31 00:00:00
400,482,2,2015-12-31 00:00:00
401,483,4,2015-12-31 00:00:00
402,484,2,2015-12-31 00:00:00
403,485,3,2015-12-31 00:00:00
404,486,3,2015-12-31 00:00:00
405,489,3,2015-12-31 00:00:00
406,490,3,2015-12-31 00:00:00
407,491,2,2015-12-31 00:00:00
408,492,2,2015-12-31 00:00:00
409,493,3,2015-12-31 00:00:00
410,494,2,2015-12-31 00:00:00
411,495,4,2015-12-31 00:00:00
412,496,4,2015-12-31 00:00:00
413,498,3,2015-12-31 00:00:00
414,499,4,2015-12-31 00:00:00
415,500,2,2015-12-31 00:00:00
416,501,3,2015-12-31 00:00:00
417,502,4,2015-12-31 00:00:00
418,503,3,2015-12-31 00:00:00
419,504,2,2015-12-31 00:00:00
420,505,4,2015-12-31 00:00:00
421,507,2,2015-12-31 00:00:00
422,508,4,2015-12-31 00:00:00
423,509,4,2015-12-31 00:00:00
424,510,3,2015-12-31 00:00:00
425,511,4,2015-12-31 00:00:00
426,512,5,2015-12-31 00:00:00
427,515,3,2015-12-31 00:00:00
428,516,3,2015-12-31 00:00:00
429,518,4,2015-12-31 00:00:00
430,519,4,2015-12-31 00:00:00
431,521,3,2015-12-31 00:00:00
432,522,5,2015-12-31 00:00:00
433,523,4,2015-12-31 00:00:00
434,524,5,2015-12-31 00:00:00
435,525,3,2015-12-31 00:00:00
436,526,1,2015-12-31 00:00:00
437,527,5,2015-12-31 00:00:00
438,528,2,2015-12-31 00:00:00
439,529,4,2015-12-31 00:00:00
440,530,2,2015-12-31 00:00:00
441,532,2,2015-12-31 00:00:00
442,533,2,2015-12-31 00:00:00
443,534,5,2015-12-31 00:00:00
444,535,3,2015-12-31 00:00:00
445,536,2,2015-12-31 00:00:00
446,537,2,2015-12-31 00:00:00
447,538,3,2015-12-31 00:00:00
448,540,1,2015-12-31 00:00:00
449,541,3,2015-12-31 00:00:00
450,542,4,2015-12-31 00:00:00
451,543,2,2015-12-31 00:00:00
452,544,2,2015-12-31 00:00:00
453,545,5,2015-12-31 00:00:00
454,546,3,2015-12-31 00:00:00
455,547,3,2015-12-31 00:00:00
456,548,3,2015-12-31 00:00:00
457,549,3,2015-12-31 00:00:00
458,550,3,2015-12-31 00:00:00
459,551,3,2015-12-31 00:00:00
460,552,3,2015-12-31 00:00:00
461,553,3,2015-12-31 00:00:00
462,554,5,2015-12-31 00:00:00
463,556,5,2015-12-31 00:00:00
464,557,3,2015-12-31 00:00:00
465,558,3,2015-12-31 00:00:00
466,559,3,2015-12-31 00:00:00
467,560,1,2015-12-31 00:00:00
468,561,2,2015-12-31 00:00:00
469,562,3,2015-12-31 00:00:00
470,563,3,2015-12-31 00:00:00
471,564,4,2015-12-31 00:00:00
472,566,2,2015-12-31 00:00:00
473,567,4,2015-12-31 00:00:00
474,568,3,2015-12-31 00:00:00
475,569,3,2015-12-31 00:00:00
476,570,2,2015-12-31 00:00:00
477,572,4,2015-12-31 00:00:00
478,573,4,2015-12-31 00:00:00
479,574,2,2015-12-31 00:00:00
480,575,3,2015-12-31 00:00:00
481,576,2,2015-12-31 00:00:00
482,577,3,2015-12-31 00:00:00
483,578,4,2015-12-31 00:00:00
484,579,4,2015-12-31 00:00:00
485,580,3,2015-12-31 00:00:00
486,581,5,2015-12-31 00:00:00
487,582,3,2015-12-31 00:00:00
488,583,2,2015-12-31 00:00:00
489,584,1,2015-12-31 00:00:00
490,585,2,2015-12-31 00:00:00
491,586,3,2015-12-31 00:00:00
492,587,4,2015-12-31 00:00:00
493,588,3,2015-12-31 00:00:00
494,590,5,2015-12-31 00:00:00
495,591,2,2015-12-31 00:00:00
496,592,4,2015-12-31 00:00:00
497,593,3,2015-12-31 00:00:00
498,594,5,2015-12-31 00:00:00
499,595,5,2015-12-31 00:00:00
500,596,4,2015-12-31 00:00:00
501,597,5,2015-12-31 00:00:00
502,598,5,2015-12-31 00:00:00
503,601,3,2015-12-31 00:00:00
504,603,3,2015-12-31 00:00:00
505,604,1,2015-12-31 00:00:00
506,605,3,2015-12-31 00:00:00
507,606,3,2015-12-31 00:00:00
508,607,2,2015-12-31 00:00:00
509,609,3,2015-12-31 00:00:00
510,610,3,2015-12-31 00:00:00
511,611,4,2015-12-31 00:00:00
512,612,3,2015-12-31 00:00:00
513,614,5,2015-12-31 00:00:00
514,615,3,2015-12-31 00:00:00
515,616,1,2015-12-31 00:00:00
516,619,2,2015-12-31 00:00:00
517,620,3,2015-12-31 00:00:00
518,621,4,2015-12-31 00:00:00
519,625,1,2015-12-31 00:00:00
520,626,3,2015-12-31 00:00:00
521,628,4,2015-12-31 00:00:00
522,629,4,2015-12-31 00:00:00
523,632,1,2015-12-31 00:00:00
524,633,3,2015-12-31 00:00:00
525,634,1,2015-12-31 00:00:00
526,635,5,2015-12-31 00:00:00
527,636,4,2015-12-31 00:00:00
528,638,4,2015-12-31 00:00:00
529,639,3,2015-12-31 00:00:00
530,640,5,2015-12-31 00:00:00
531,642,3,2015-12-31 00:00:00
532,643,3,2015-12-31 00:00:00
533,645,2,2015-12-31 00:00:00
534,646,2,2015-12-31 00:00:00
535,647,4,2015-12-31 00:00:00
536,648,3,2015-12-31 00:00:00
537,651,1,2015-12-31 00:00:00
538,653,3,2015-12-31 00:00:00
539,654,2,2015-12-31 00:00:00
540,655,3,2015-12-31 00:00:00
541,656,5,2015-12-31 00:00:00
542,657,1,2015-12-31 00:00:00
543,658,4,2015-12-31 00:00:00
544,659,1,2015-12-31 00:00:00
545,660,2,2015-12-31 00:00:00
546,661,1,2015-12-31 00:00:00
547,663,5,2015-12-31 00:00:00
548,664,2,2015-12-31 00:00:00
549,665,3,2015-12-31 00:00:00
550,666,3,2015-12-31 00:00:00
551,667,4,2015-12-31 00:00:00
552,668,3,2015-12-31 00:00:00
553,669,3,2015-12-31 00:00:00
554,671,4,2015-12-31 00:00:00
555,672,3,2015-12-31 00:00:00
556,673,3,2015-12-31 00:00:00
557,676,4,2015-12-31 00:00:00
558,677,2,2015-12-31 00:00:00
559,678,3,2015-12-31 00:00:00
560,679,2,2015-12-31 00:00:00
561,680,1,2015-12-31 00:00:00
562,681,3,2015-12-31 00:00:00
563,683,3,2015-12-31 00:00:00
564,686,3,2015-12-31 00:00:00
565,687,3,2015-12-31 00:00:00
566,689,3,2015-12-31 00:00:00
567,691,3,2015-12-31 00:00:00
568,692,3,2015-12-31 00:00:00
569,693,2,2015-12-31 00:00:00
570,694,3,2015-12-31 00:00:00
571,695,4,2015-12-31 00:00:00
572,696,3,2015-12-31 00:00:00
573,697,1,2015-12-31 00:00:00
574,700,3,2015-12-31 00:00:00
575,701,3,2015-12-31 00:00:00
576,702,3,2015-12-31 00:00:00
577,703,3,2015-12-31 00:00:00
578,704,3,2015-12-31 00:00:00
579,705,4,2015-12-31 00:00:00
580,708,3,2015-12-31 00:00:00
581,709,3,2015-12-31 00:00:00
582,710,3,2015-12-31 00:00:00
583,711,3,2015-12-31 00:00:00
584,712,2,2015-12-31 00:00:00
585,714,2,2015-12-31 00:00:00
586,715,3,2015-12-31 00:00:00
587,716,5,2015-12-31 00:00:00
588,717,1,2015-12-31 00:00:00
589,718,3,2015-12-31 00:00:00
590,719,3,2015-12-31 00:00:00
591,720,5,2015-12-31 00:00:00
592,721,2,2015-12-31 00:00:00
593,722,3,2015-12-31 00:00:00
594,723,1,2015-12-31 00:00:00
595,725,3,2015-12-31 00:00:00
596,726,2,2015-12-31 00:00:00
597,727,3,2015-12-31 00:00:00
598,728,4,2015-12-31 00:00:00
599,729,3,2015-12-31 00:00:00
600,730,1,2015-12-31 00:00:00
601,731,2,2015-12-31 00:00:00
602,732,3,2015-12-31 00:00:00
603,733,2,2015-12-31 00:00:00
604,734,5,2015-12-31 00:00:00
605,735,1,2015-12-31 00:00:00
606,736,1,2015-12-31 00:00:00
607,737,5,2015-12-31 00:00:00
608,738,3,2015-12-31 00:00:00
609,739,5,2015-12-31 00:00:00
610,740,4,2015-12-31 00:00:00
611,741,2,2015-12-31 00:00:00
612,742,2,2015-12-31 00:00:00
613,745,3,2015-12-31 00:00:00
614,746,3,2015-12-31 00:00:00
615,747,3,2015-12-31 00:00:00
616,749,3,2015-12-31 00:00:00
617,750,3,2015-12-31 00:00:00
618,751,3,2015-12-31 00:00:00
619,752,3,2015-12-31 00:00:00
620,753,3,2015-12-31 00:00:00
621,755,2,2015-12-31 00:00:00
622,758,1,2015-12-31 00:00:00
623,759,3,2015-12-31 00:00:00
624,762,2,2015-12-31 00:00:00
625,763,3,2015-12-31 00:00:00
626,764,4,2015-12-31 00:00:00
627,765,3,2015-12-31 00:00:00
628,766,3,2015-12-31 00:00:00
629,767,3,2015-12-31 00:00:00
630,768,2,2015-12-31 00:00:00
631,769,5,2015-12-31 00:00:00
632,770,2,2015-12-31 00:00:00
633,773,4,2015-12-31 00:00:00
634,775,5,2015-12-31 00:00:00
635,776,2,2015-12-31 00:00:00
636,777,4,2015-12-31 00:00:00
637,778,4,2015-12-31 00:00:00
638,780,3,2015-12-31 00:00:00
639,781,4,2015-12-31 00:00:00
640,782,2,2015-12-31 00:00:00
641,783,5,2015-12-31 00:00:00
642,785,2,2015-12-31 00:00:00
643,786,3,2015-12-31 00:00:00
644,787,3,2015-12-31 00:00:00
645,788,3,2015-12-31 00:00:00
646,789,5,2015-12-31 00:00:00
647,790,4,2015-12-31 00:00:00
648,791,5,2015-12-31 00:00:00
649,792,4,2015-12-31 00:00:00
650,793,1,2015-12-31 00:00:00
651,796,5,2015-12-31 00:00:00
652,797,2,2015-12-31 00:00:00
653,798,4,2015-12-31 00:00:00
654,802,2,2015-12-31 00:00:00
655,803,2,2015-12-31 00:00:00
656,805,3,2015-12-31 00:00:00
657,806,3,2015-12-31 00:00:00
658,807,3,2015-12-31 00:00:00
659,808,1,2015-12-31 00:00:00
660,809,4,2015-12-31 00:00:00
661,810,1,2015-12-31 00:00:00
662,811,3,2015-12-31 00:00:00
663,812,3,2015-12-31 00:00:00
664,813,3,2015-12-31 00:00:00
665,814,3,2015-12-31 00:00:00
666,815,3,2015-12-31 00:00:00
667,817,4,2015-12-31 00:00:00
668,818,3,2015-12-31 00:00:00
669,819,2,2015-12-31 00:00:00
670,820,3,2015-12-31 00:00:00
671,821,3,2015-12-31 00:00:00
672,822,2,2015-12-31 00:00:00
673,823,3,2015-12-31 00:00:00
674,824,1,2015-12-31 00:00:00
675,825,3,2015-12-31 00:00:00
676,826,3,2015-12-31 00:00:00
677,827,4,2015-12-31 00:00:00
678,828,1,2015-12-31 00:00:00
679,829,5,2015-12-31 00:00:00
680,831,4,2015-12-31 00:00:00
681,833,2,2015-12-31 00:00:00
682,834,4,2015-12-31 00:00:00
683,835,2,2015-12-31 00:00:00
684,836,2,2015-12-31 00:00:00
685,837,3,2015-12-31 00:00:00
686,838,2,2015-12-31 00:00:00
687,839,5,2015-12-31 00:00:00
688,840,2,2015-12-31 00:00:00
689,841,1,2015-12-31 00:00:00
690,842,5,2015-12-31 00:00:00
691,843,2,2015-12-31 00:00:00
692,844,3,2015-12-31 00:00:00
693,845,2,2015-12-31 00:00:00
694,846,5,2015-12-31 00:00:00
695,849,3,2015-12-31 00:00:00
696,850,3,2015-12-31 00:00:00
697,851,3,2015-12-31 00:00:00
698,852,2,2015-12-31 00:00:00
699,853,3,2015-12-31 00:00:00
700,854,4,2015-12-31 00:00:00
701,855,5,2015-12-31 00:00:00
702,856,4,2015-12-31 00:00:00
703,857,3,2015-12-31 00:00:00
704,858,5,2015-12-31 00:00:00
705,859,3,2015-12-31 00:00:00
706,860,5,2015-12-31 00:00:00
707,861,3,2015-12-31 00:00:00
708,862,3,2015-12-31 00:00:00
709,863,2,2015-12-31 00:00:00
710,865,1,2015-12-31 00:00:00
711,866,3,2015-12-31 00:00:00
712,867,5,2015-12-31 00:00:00
713,868,3,2015-12-31 00:00:00
714,870,5,2015-12-31 00:00:00
715,871,2,2015-12-31 00:00:00
716,872,4,2015-12-31 00:00:00
717,873,5,2015-12-31 00:00:00
718,874,2,2015-12-31 00:00:00
719,875,1,2015-12-31 00:00:00
720,876,4,2015-12-31 00:00:00
721,877,2,2015-12-31 00:00:00
722,878,3,2015-12-31 00:00:00
723,879,4,2015-12-31 00:00:00
724,880,1,2015-12-31 00:00:00
725,881,3,2015-12-31 00:00:00
726,882,3,2015-12-31 00:00:00
727,883,3,2015-12-31 00:00:00
728,884,3,2015-12-31 00:00:00
729,885,5,2015-12-31 00:00:00
730,886,3,2015-12-31 00:00:00
731,887,1,2015-12-31 00:00:00
732,888,3,2015-12-31 00:00:00
733,889,3,2015-12-31 00:00:00
734,891,4,2015-12-31 00:00:00
