ActID,ActionID,EmpID,EffectiveDt
117,10,117,1970-01-01 00:00:00.000000117
118,10,118,1970-01-01 00:00:00.000000118
119,10,119,1970-01-01 00:00:00.000000119
120,10,120,1970-01-01 00:00:00.000000120
121,10,121,1970-01-01 00:00:00.000000121
122,10,122,1970-01-01 00:00:00.000000122
123,10,123,1970-01-01 00:00:00.000000123
124,10,124,1970-01-01 00:00:00.000000124
125,10,125,1970-01-01 00:00:00.000000125
126,10,126,1970-01-01 00:00:00.000000126
127,10,127,1970-01-01 00:00:00.000000127
128,10,128,1970-01-01 00:00:00.000000128
129,10,129,1970-01-01 00:00:00.000000129
130,10,130,1970-01-01 00:00:00.000000130
131,10,131,1970-01-01 00:00:00.000000131
132,10,132,1970-01-01 00:00:00.000000132
133,10,133,1970-01-01 00:00:00.000000133
134,10,134,1970-01-01 00:00:00.000000134
135,10,135,1970-01-01 00:00:00.000000135
136,10,136,1970-01-01 00:00:00.000000136
137,10,137,1970-01-01 00:00:00.000000137
138,10,138,1970-01-01 00:00:00.000000138
139,10,139,1970-01-01 00:00:00.000000139
140,10,140,1970-01-01 00:00:00.000000140
141,10,141,1970-01-01 00:00:00.000000141
142,10,142,1970-01-01 00:00:00.000000142
143,10,143,1970-01-01 00:00:00.000000143
144,10,144,1970-01-01 00:00:00.000000144
145,10,145,1970-01-01 00:00:00.000000145
146,10,146,1970-01-01 00:00:00.000000146
147,10,147,1970-01-01 00:00:00.000000147
148,10,148,1970-01-01 00:00:00.000000148
149,10,149,1970-01-01 00:00:00.000000149
150,10,150,1970-01-01 00:00:00.000000150
151,10,151,1970-01-01 00:00:00.000000151
152,10,152,1970-01-01 00:00:00.000000152
153,10,153,1970-01-01 00:00:00.000000153
154,10,154,1970-01-01 00:00:00.000000154
155,10,155,1970-01-01 00:00:00.000000155
156,10,156,1970-01-01 00:00:00.000000156
157,10,157,1970-01-01 00:00:00.000000157
158,10,158,1970-01-01 00:00:00.000000158
159,10,159,1970-01-01 00:00:00.000000159
160,10,160,1970-01-01 00:00:00.000000160
161,10,161,1970-01-01 00:00:00.000000161
162,10,162,1970-01-01 00:00:00.000000162
163,10,163,1970-01-01 00:00:00.000000163
164,10,164,1970-01-01 00:00:00.000000164
165,10,165,1970-01-01 00:00:00.000000165
166,10,166,1970-01-01 00:00:00.000000166
167,10,167,1970-01-01 00:00:00.000000167
168,10,168,1970-01-01 00:00:00.000000168
169,10,169,1970-01-01 00:00:00.000000169
170,10,170,1970-01-01 00:00:00.000000170
171,10,171,1970-01-01 00:00:00.000000171
172,10,172,1970-01-01 00:00:00.000000172
173,10,173,1970-01-01 00:00:00.000000173
174,10,174,1970-01-01 00:00:00.000000174
175,10,175,1970-01-01 00:00:00.000000175
176,10,176,1970-01-01 00:00:00.000000176
177,10,177,1970-01-01 00:00:00.000000177
178,10,178,1970-01-01 00:00:00.000000178
179,10,179,1970-01-01 00:00:00.000000179
180,10,180,1970-01-01 00:00:00.000000180
181,10,181,1970-01-01 00:00:00.000000181
182,10,182,1970-01-01 00:00:00.000000182
183,10,183,1970-01-01 00:00:00.000000183
184,10,184,1970-01-01 00:00:00.000000184
185,10,185,1970-01-01 00:00:00.000000185
186,10,186,1970-01-01 00:00:00.000000186
187,10,187,1970-01-01 00:00:00.000000187
188,10,188,1970-01-01 00:00:00.000000188
189,10,189,1970-01-01 00:00:00.000000189
190,10,190,1970-01-01 00:00:00.000000190
191,10,191,1970-01-01 00:00:00.000000191
192,10,192,1970-01-01 00:00:00.000000192
193,10,193,1970-01-01 00:00:00.000000193
194,10,194,1970-01-01 00:00:00.000000194
195,10,195,1970-01-01 00:00:00.000000195
196,10,196,1970-01-01 00:00:00.000000196
197,10,197,1970-01-01 00:00:00.000000197
198,10,198,1970-01-01 00:00:00.000000198
199,10,199,1970-01-01 00:00:00.000000199
200,10,200,1970-01-01 00:00:00.000000200
201,10,201,1970-01-01 00:00:00.000000201
202,10,202,1970-01-01 00:00:00.000000202
203,10,203,1970-01-01 00:00:00.000000203
204,10,204,1970-01-01 00:00:00.000000204
205,10,205,1970-01-01 00:00:00.000000205
206,10,206,1970-01-01 00:00:00.000000206
207,10,207,1970-01-01 00:00:00.000000207
208,10,208,1970-01-01 00:00:00.000000208
209,10,209,1970-01-01 00:00:00.000000209
210,10,210,1970-01-01 00:00:00.000000210
211,10,211,1970-01-01 00:00:00.000000211
212,10,212,1970-01-01 00:00:00.000000212
213,10,213,1970-01-01 00:00:00.000000213
214,10,214,1970-01-01 00:00:00.000000214
215,10,215,1970-01-01 00:00:00.000000215
216,10,216,1970-01-01 00:00:00.000000216
217,10,217,1970-01-01 00:00:00.000000217
218,10,218,1970-01-01 00:00:00.000000218
219,10,219,1970-01-01 00:00:00.000000219
220,10,220,1970-01-01 00:00:00.000000220
221,10,221,1970-01-01 00:00:00.000000221
222,10,222,1970-01-01 00:00:00.000000222
223,10,223,1970-01-01 00:00:00.000000223
224,10,224,1970-01-01 00:00:00.000000224
225,10,225,1970-01-01 00:00:00.000000225
226,10,226,1970-01-01 00:00:00.000000226
227,10,227,1970-01-01 00:00:00.000000227
228,10,228,1970-01-01 00:00:00.000000228
229,10,229,1970-01-01 00:00:00.000000229
230,10,230,1970-01-01 00:00:00.000000230
231,10,231,1970-01-01 00:00:00.000000231
232,10,232,1970-01-01 00:00:00.000000232
233,10,233,1970-01-01 00:00:00.000000233
234,10,234,1970-01-01 00:00:00.000000234
235,10,235,1970-01-01 00:00:00.000000235
236,10,236,1970-01-01 00:00:00.000000236
237,10,237,1970-01-01 00:00:00.000000237
238,10,238,1970-01-01 00:00:00.000000238
239,10,239,1970-01-01 00:00:00.000000239
240,10,240,1970-01-01 00:00:00.000000240
241,10,241,1970-01-01 00:00:00.000000241
242,10,242,1970-01-01 00:00:00.000000242
243,10,243,1970-01-01 00:00:00.000000243
244,10,244,1970-01-01 00:00:00.000000244
245,10,245,1970-01-01 00:00:00.000000245
246,10,246,1970-01-01 00:00:00.000000246
247,10,247,1970-01-01 00:00:00.000000247
248,10,248,1970-01-01 00:00:00.000000248
249,10,249,1970-01-01 00:00:00.000000249
250,10,250,1970-01-01 00:00:00.000000250
251,10,251,1970-01-01 00:00:00.000000251
252,10,252,1970-01-01 00:00:00.000000252
253,10,253,1970-01-01 00:00:00.000000253
254,10,254,1970-01-01 00:00:00.000000254
255,10,255,1970-01-01 00:00:00.000000255
256,10,256,1970-01-01 00:00:00.000000256
257,10,257,1970-01-01 00:00:00.000000257
258,10,258,1970-01-01 00:00:00.000000258
259,10,259,1970-01-01 00:00:00.000000259
260,10,260,1970-01-01 00:00:00.000000260
261,10,261,1970-01-01 00:00:00.000000261
262,10,262,1970-01-01 00:00:00.000000262
263,10,263,1970-01-01 00:00:00.000000263
264,10,264,1970-01-01 00:00:00.000000264
265,10,265,1970-01-01 00:00:00.000000265
266,10,266,1970-01-01 00:00:00.000000266
267,10,267,1970-01-01 00:00:00.000000267
268,10,268,1970-01-01 00:00:00.000000268
269,10,269,1970-01-01 00:00:00.000000269
270,10,270,1970-01-01 00:00:00.000000270
271,10,271,1970-01-01 00:00:00.000000271
272,10,272,1970-01-01 00:00:00.000000272
273,10,273,1970-01-01 00:00:00.000000273
274,10,274,1970-01-01 00:00:00.000000274
275,10,275,1970-01-01 00:00:00.000000275
276,10,276,1970-01-01 00:00:00.000000276
277,10,277,1970-01-01 00:00:00.000000277
278,10,278,1970-01-01 00:00:00.000000278
279,10,279,1970-01-01 00:00:00.000000279
280,10,280,1970-01-01 00:00:00.000000280
281,10,281,1970-01-01 00:00:00.000000281
282,10,282,1970-01-01 00:00:00.000000282
283,10,283,1970-01-01 00:00:00.000000283
284,10,284,1970-01-01 00:00:00.000000284
285,10,285,1970-01-01 00:00:00.000000285
286,10,286,1970-01-01 00:00:00.000000286
287,10,287,1970-01-01 00:00:00.000000287
288,10,288,1970-01-01 00:00:00.000000288
289,10,289,1970-01-01 00:00:00.000000289
290,10,290,1970-01-01 00:00:00.000000290
291,10,291,1970-01-01 00:00:00.000000291
292,10,292,1970-01-01 00:00:00.000000292
293,10,293,1970-01-01 00:00:00.000000293
294,10,294,1970-01-01 00:00:00.000000294
295,10,295,1970-01-01 00:00:00.000000295
296,10,296,1970-01-01 00:00:00.000000296
297,10,297,1970-01-01 00:00:00.000000297
298,10,298,1970-01-01 00:00:00.000000298
299,10,299,1970-01-01 00:00:00.000000299
300,10,300,1970-01-01 00:00:00.000000300
301,10,301,1970-01-01 00:00:00.000000301
302,10,302,1970-01-01 00:00:00.000000302
303,10,303,1970-01-01 00:00:00.000000303
304,10,304,1970-01-01 00:00:00.000000304
305,10,305,1970-01-01 00:00:00.000000305
306,10,306,1970-01-01 00:00:00.000000306
307,10,307,1970-01-01 00:00:00.000000307
308,10,308,1970-01-01 00:00:00.000000308
309,10,309,1970-01-01 00:00:00.000000309
310,10,310,1970-01-01 00:00:00.000000310
311,10,311,1970-01-01 00:00:00.000000311
312,10,312,1970-01-01 00:00:00.000000312
313,10,313,1970-01-01 00:00:00.000000313
314,10,314,1970-01-01 00:00:00.000000314
315,10,315,1970-01-01 00:00:00.000000315
316,10,316,1970-01-01 00:00:00.000000316
317,10,317,1970-01-01 00:00:00.000000317
318,10,318,1970-01-01 00:00:00.000000318
319,10,319,1970-01-01 00:00:00.000000319
320,10,320,1970-01-01 00:00:00.000000320
321,10,321,1970-01-01 00:00:00.000000321
322,10,322,1970-01-01 00:00:00.000000322
323,10,323,1970-01-01 00:00:00.000000323
324,10,324,1970-01-01 00:00:00.000000324
325,10,325,1970-01-01 00:00:00.000000325
326,10,326,1970-01-01 00:00:00.000000326
327,10,327,1970-01-01 00:00:00.000000327
328,10,328,1970-01-01 00:00:00.000000328
329,10,329,1970-01-01 00:00:00.000000329
330,10,330,1970-01-01 00:00:00.000000330
331,10,331,1970-01-01 00:00:00.000000331
332,10,332,1970-01-01 00:00:00.000000332
333,10,333,1970-01-01 00:00:00.000000333
334,10,334,1970-01-01 00:00:00.000000334
335,10,335,1970-01-01 00:00:00.000000335
336,10,336,1970-01-01 00:00:00.000000336
337,10,337,1970-01-01 00:00:00.000000337
338,10,338,1970-01-01 00:00:00.000000338
339,10,339,1970-01-01 00:00:00.000000339
340,10,340,1970-01-01 00:00:00.000000340
341,10,341,1970-01-01 00:00:00.000000341
342,10,342,1970-01-01 00:00:00.000000342
343,10,343,1970-01-01 00:00:00.000000343
344,10,344,1970-01-01 00:00:00.000000344
345,10,345,1970-01-01 00:00:00.000000345
346,10,346,1970-01-01 00:00:00.000000346
347,10,347,1970-01-01 00:00:00.000000347
348,10,348,1970-01-01 00:00:00.000000348
349,10,349,1970-01-01 00:00:00.000000349
350,10,350,1970-01-01 00:00:00.000000350
351,10,351,1970-01-01 00:00:00.000000351
352,10,352,1970-01-01 00:00:00.000000352
353,10,353,1970-01-01 00:00:00.000000353
354,10,354,1970-01-01 00:00:00.000000354
355,10,355,1970-01-01 00:00:00.000000355
356,10,356,1970-01-01 00:00:00.000000356
357,10,357,1970-01-01 00:00:00.000000357
358,10,358,1970-01-01 00:00:00.000000358
359,10,359,1970-01-01 00:00:00.000000359
360,10,360,1970-01-01 00:00:00.000000360
361,10,361,1970-01-01 00:00:00.000000361
362,10,362,1970-01-01 00:00:00.000000362
363,10,363,1970-01-01 00:00:00.000000363
364,10,364,1970-01-01 00:00:00.000000364
365,10,365,1970-01-01 00:00:00.000000365
366,10,366,1970-01-01 00:00:00.000000366
367,10,367,1970-01-01 00:00:00.000000367
368,10,368,1970-01-01 00:00:00.000000368
369,10,369,1970-01-01 00:00:00.000000369
370,10,370,1970-01-01 00:00:00.000000370
371,10,371,1970-01-01 00:00:00.000000371
372,10,372,1970-01-01 00:00:00.000000372
373,10,373,1970-01-01 00:00:00.000000373
374,10,374,1970-01-01 00:00:00.000000374
375,10,375,1970-01-01 00:00:00.000000375
376,10,376,1970-01-01 00:00:00.000000376
377,10,377,1970-01-01 00:00:00.000000377
378,10,378,1970-01-01 00:00:00.000000378
379,10,379,1970-01-01 00:00:00.000000379
380,10,380,1970-01-01 00:00:00.000000380
381,10,381,1970-01-01 00:00:00.000000381
382,10,382,1970-01-01 00:00:00.000000382
383,10,383,1970-01-01 00:00:00.000000383
384,10,384,1970-01-01 00:00:00.000000384
385,10,385,1970-01-01 00:00:00.000000385
386,10,386,1970-01-01 00:00:00.000000386
387,10,387,1970-01-01 00:00:00.000000387
388,10,388,1970-01-01 00:00:00.000000388
389,10,389,1970-01-01 00:00:00.000000389
390,10,390,1970-01-01 00:00:00.000000390
391,10,391,1970-01-01 00:00:00.000000391
392,10,392,1970-01-01 00:00:00.000000392
393,10,393,1970-01-01 00:00:00.000000393
394,10,394,1970-01-01 00:00:00.000000394
395,10,395,1970-01-01 00:00:00.000000395
396,10,396,1970-01-01 00:00:00.000000396
397,10,397,1970-01-01 00:00:00.000000397
398,10,398,1970-01-01 00:00:00.000000398
399,10,399,1970-01-01 00:00:00.000000399
400,10,400,1970-01-01 00:00:00.000000400
401,10,401,1970-01-01 00:00:00.000000401
402,10,402,1970-01-01 00:00:00.000000402
403,10,403,1970-01-01 00:00:00.000000403
404,10,404,1970-01-01 00:00:00.000000404
405,10,405,1970-01-01 00:00:00.000000405
406,10,406,1970-01-01 00:00:00.000000406
407,10,407,1970-01-01 00:00:00.000000407
408,10,408,1970-01-01 00:00:00.000000408
409,10,409,1970-01-01 00:00:00.000000409
410,10,410,1970-01-01 00:00:00.000000410
411,10,411,1970-01-01 00:00:00.000000411
412,10,412,1970-01-01 00:00:00.000000412
413,10,413,1970-01-01 00:00:00.000000413
414,10,414,1970-01-01 00:00:00.000000414
415,10,415,1970-01-01 00:00:00.000000415
416,10,416,1970-01-01 00:00:00.000000416
417,10,417,1970-01-01 00:00:00.000000417
418,10,418,1970-01-01 00:00:00.000000418
419,10,419,1970-01-01 00:00:00.000000419
420,10,420,1970-01-01 00:00:00.000000420
421,10,421,1970-01-01 00:00:00.000000421
422,10,422,1970-01-01 00:00:00.000000422
423,10,423,1970-01-01 00:00:00.000000423
424,10,424,1970-01-01 00:00:00.000000424
425,10,425,1970-01-01 00:00:00.000000425
426,10,426,1970-01-01 00:00:00.000000426
427,10,427,1970-01-01 00:00:00.000000427
428,10,428,1970-01-01 00:00:00.000000428
429,10,429,1970-01-01 00:00:00.000000429
430,10,430,1970-01-01 00:00:00.000000430
431,10,431,1970-01-01 00:00:00.000000431
432,10,432,1970-01-01 00:00:00.000000432
433,10,433,1970-01-01 00:00:00.000000433
434,10,434,1970-01-01 00:00:00.000000434
435,10,435,1970-01-01 00:00:00.000000435
436,10,436,1970-01-01 00:00:00.000000436
437,10,437,1970-01-01 00:00:00.000000437
438,10,438,1970-01-01 00:00:00.000000438
439,10,439,1970-01-01 00:00:00.000000439
440,10,440,1970-01-01 00:00:00.000000440
441,10,441,1970-01-01 00:00:00.000000441
442,10,442,1970-01-01 00:00:00.000000442
443,10,443,1970-01-01 00:00:00.000000443
444,10,444,1970-01-01 00:00:00.000000444
445,10,445,1970-01-01 00:00:00.000000445
446,10,446,1970-01-01 00:00:00.000000446
447,10,447,1970-01-01 00:00:00.000000447
448,10,448,1970-01-01 00:00:00.000000448
449,10,449,1970-01-01 00:00:00.000000449
450,10,450,1970-01-01 00:00:00.000000450
451,10,451,1970-01-01 00:00:00.000000451
452,10,452,1970-01-01 00:00:00.000000452
453,10,453,1970-01-01 00:00:00.000000453
454,10,454,1970-01-01 00:00:00.000000454
455,10,455,1970-01-01 00:00:00.000000455
456,10,456,1970-01-01 00:00:00.000000456
457,10,457,1970-01-01 00:00:00.000000457
458,10,458,1970-01-01 00:00:00.000000458
459,10,459,1970-01-01 00:00:00.000000459
460,10,460,1970-01-01 00:00:00.000000460
461,10,461,1970-01-01 00:00:00.000000461
462,10,462,1970-01-01 00:00:00.000000462
463,10,463,1970-01-01 00:00:00.000000463
464,10,464,1970-01-01 00:00:00.000000464
465,10,465,1970-01-01 00:00:00.000000465
466,10,466,1970-01-01 00:00:00.000000466
467,10,467,1970-01-01 00:00:00.000000467
468,10,468,1970-01-01 00:00:00.000000468
469,10,469,1970-01-01 00:00:00.000000469
470,10,470,1970-01-01 00:00:00.000000470
471,10,471,1970-01-01 00:00:00.000000471
472,10,472,1970-01-01 00:00:00.000000472
473,10,473,1970-01-01 00:00:00.000000473
474,10,474,1970-01-01 00:00:00.000000474
475,10,475,1970-01-01 00:00:00.000000475
476,10,476,1970-01-01 00:00:00.000000476
477,10,477,1970-01-01 00:00:00.000000477
478,10,478,1970-01-01 00:00:00.000000478
479,10,479,1970-01-01 00:00:00.000000479
480,10,480,1970-01-01 00:00:00.000000480
481,10,481,1970-01-01 00:00:00.000000481
482,10,482,1970-01-01 00:00:00.000000482
483,10,483,1970-01-01 00:00:00.000000483
484,10,484,1970-01-01 00:00:00.000000484
485,10,485,1970-01-01 00:00:00.000000485
486,10,486,1970-01-01 00:00:00.000000486
487,10,487,1970-01-01 00:00:00.000000487
488,10,488,1970-01-01 00:00:00.000000488
489,10,489,1970-01-01 00:00:00.000000489
490,10,490,1970-01-01 00:00:00.000000490
491,10,491,1970-01-01 00:00:00.000000491
492,10,492,1970-01-01 00:00:00.000000492
493,10,493,1970-01-01 00:00:00.000000493
494,10,494,1970-01-01 00:00:00.000000494
495,10,495,1970-01-01 00:00:00.000000495
496,10,496,1970-01-01 00:00:00.000000496
497,10,497,1970-01-01 00:00:00.000000497
498,10,498,1970-01-01 00:00:00.000000498
499,10,499,1970-01-01 00:00:00.000000499
500,10,500,1970-01-01 00:00:00.000000500
501,10,501,1970-01-01 00:00:00.000000501
502,10,502,1970-01-01 00:00:00.000000502
503,10,503,1970-01-01 00:00:00.000000503
504,10,504,1970-01-01 00:00:00.000000504
505,10,505,1970-01-01 00:00:00.000000505
506,10,506,1970-01-01 00:00:00.000000506
507,10,507,1970-01-01 00:00:00.000000507
508,10,508,1970-01-01 00:00:00.000000508
509,10,509,1970-01-01 00:00:00.000000509
510,10,510,1970-01-01 00:00:00.000000510
511,10,511,1970-01-01 00:00:00.000000511
512,10,512,1970-01-01 00:00:00.000000512
513,10,513,1970-01-01 00:00:00.000000513
514,10,514,1970-01-01 00:00:00.000000514
515,10,515,1970-01-01 00:00:00.000000515
516,10,516,1970-01-01 00:00:00.000000516
517,10,517,1970-01-01 00:00:00.000000517
518,10,518,1970-01-01 00:00:00.000000518
519,10,519,1970-01-01 00:00:00.000000519
520,10,520,1970-01-01 00:00:00.000000520
521,10,521,1970-01-01 00:00:00.000000521
522,10,522,1970-01-01 00:00:00.000000522
523,10,523,1970-01-01 00:00:00.000000523
524,10,524,1970-01-01 00:00:00.000000524
525,10,525,1970-01-01 00:00:00.000000525
526,10,526,1970-01-01 00:00:00.000000526
527,10,527,1970-01-01 00:00:00.000000527
528,10,528,1970-01-01 00:00:00.000000528
529,10,529,1970-01-01 00:00:00.000000529
530,10,530,1970-01-01 00:00:00.000000530
531,10,531,1970-01-01 00:00:00.000000531
532,10,532,1970-01-01 00:00:00.000000532
533,10,533,1970-01-01 00:00:00.000000533
534,10,534,1970-01-01 00:00:00.000000534
535,10,535,1970-01-01 00:00:00.000000535
536,10,536,1970-01-01 00:00:00.000000536
537,10,537,1970-01-01 00:00:00.000000537
538,10,538,1970-01-01 00:00:00.000000538
539,10,539,1970-01-01 00:00:00.000000539
540,10,540,1970-01-01 00:00:00.000000540
541,10,541,1970-01-01 00:00:00.000000541
542,10,542,1970-01-01 00:00:00.000000542
543,10,543,1970-01-01 00:00:00.000000543
544,10,544,1970-01-01 00:00:00.000000544
545,10,545,1970-01-01 00:00:00.000000545
546,10,546,1970-01-01 00:00:00.000000546
547,10,547,1970-01-01 00:00:00.000000547
548,10,548,1970-01-01 00:00:00.000000548
549,10,549,1970-01-01 00:00:00.000000549
550,10,550,1970-01-01 00:00:00.000000550
551,10,551,1970-01-01 00:00:00.000000551
552,10,552,1970-01-01 00:00:00.000000552
553,10,553,1970-01-01 00:00:00.000000553
554,10,554,1970-01-01 00:00:00.000000554
555,10,555,1970-01-01 00:00:00.000000555
556,10,556,1970-01-01 00:00:00.000000556
557,10,557,1970-01-01 00:00:00.000000557
558,10,558,1970-01-01 00:00:00.000000558
559,10,559,1970-01-01 00:00:00.000000559
560,10,560,1970-01-01 00:00:00.000000560
561,10,561,1970-01-01 00:00:00.000000561
562,10,562,1970-01-01 00:00:00.000000562
563,10,563,1970-01-01 00:00:00.000000563
564,10,564,1970-01-01 00:00:00.000000564
565,10,565,1970-01-01 00:00:00.000000565
566,10,566,1970-01-01 00:00:00.000000566
567,10,567,1970-01-01 00:00:00.000000567
568,10,568,1970-01-01 00:00:00.000000568
569,10,569,1970-01-01 00:00:00.000000569
570,10,570,1970-01-01 00:00:00.000000570
571,10,571,1970-01-01 00:00:00.000000571
572,10,572,1970-01-01 00:00:00.000000572
573,10,573,1970-01-01 00:00:00.000000573
574,10,574,1970-01-01 00:00:00.000000574
575,10,575,1970-01-01 00:00:00.000000575
576,10,576,1970-01-01 00:00:00.000000576
577,10,577,1970-01-01 00:00:00.000000577
578,10,578,1970-01-01 00:00:00.000000578
579,10,579,1970-01-01 00:00:00.000000579
580,10,580,1970-01-01 00:00:00.000000580
581,10,581,1970-01-01 00:00:00.000000581
582,10,582,1970-01-01 00:00:00.000000582
583,10,583,1970-01-01 00:00:00.000000583
584,10,584,1970-01-01 00:00:00.000000584
585,10,585,1970-01-01 00:00:00.000000585
586,10,586,1970-01-01 00:00:00.000000586
587,10,587,1970-01-01 00:00:00.000000587
588,10,588,1970-01-01 00:00:00.000000588
589,10,589,1970-01-01 00:00:00.000000589
590,10,590,1970-01-01 00:00:00.000000590
591,10,591,1970-01-01 00:00:00.000000591
592,10,592,1970-01-01 00:00:00.000000592
593,10,593,1970-01-01 00:00:00.000000593
594,10,594,1970-01-01 00:00:00.000000594
595,10,595,1970-01-01 00:00:00.000000595
596,10,596,1970-01-01 00:00:00.000000596
597,10,597,1970-01-01 00:00:00.000000597
598,10,598,1970-01-01 00:00:00.000000598
599,10,599,1970-01-01 00:00:00.000000599
600,10,600,1970-01-01 00:00:00.000000600
601,10,601,1970-01-01 00:00:00.000000601
602,10,602,1970-01-01 00:00:00.000000602
603,10,603,1970-01-01 00:00:00.000000603
604,10,604,1970-01-01 00:00:00.000000604
605,10,605,1970-01-01 00:00:00.000000605
606,10,606,1970-01-01 00:00:00.000000606
