Report year,Agency name,Is agency active,Administrating Agency Name,Portfolio,Nil return,Date created,Last return by agency,Staff spending 75 per cent plus time on FOI,Staff spending more than 0 less than 75 per cent time on FOI,Estimated APS staff hours where normal duties include FOI,Estimated SES staff hours where normal duties include FOI,Estimated staff hours APS 6 and EL1 to 2 involved in FOI,Estimated staff hours APS 1 to 5 involved in FOI,Estimated staff hours ministers and advisers involved in FOI,Estimated staff hours other ministerial staff involved in FOI,Staff spending 75 per cent time plus on IPS,Staff spending more than 0 less than 75 per cent time on IPS,Estimated APS staff hours where normal duties include IPS,Estimated SES staff hours where normal duties include IPS,Estimated staff hours APS 6 and EL1 to 2 involved in IPS,Estimated staff hours APS 1 to 5 involved in IPS,Admin costs FOI AUD,Admin costs IPS AUD,Legal costs FOI AUD,Legal costs IPS AUD,Litigation costs FOI AUD,Litigation costs IPS AUD,Training costs FOI AUD,Training costs IPS AUD,Other costs FOI AUD,Other costs IPS AUD
2014-2015,Rural Industries Research and Development Corporation,TRUE,No data,Agriculture,TRUE,22/07/2015 15:59,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Administrative Appeals Tribunal,TRUE,No data,Attorney-General's,FALSE,17/07/2015 16:15,FALSE,0,10,40,0,3,5,0,0,0,1,58,0,0,0,45,0,0,0,0,0,0,0,0,0
2014-2015,Administrative Review Council,TRUE,No data,Attorney-General's,TRUE,31/07/2015 17:16,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Admiralty Rules Committee,TRUE,Attorney-General's Department,Attorney-General's,TRUE,3/08/2015 16:02,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Attorney-General,TRUE,Attorney-General's Department,Attorney-General's,FALSE,9/09/2014 14:35,FALSE,0,14,0,0,0,0,81,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Attorney-General's Department,TRUE,Attorney-General's Department,Attorney-General's,FALSE,9/01/2015 10:05,FALSE,6,198,7992,520,1560,1040,0,0,1,5,1324,0,0,440,17479,0,0,0,37000,0,3313,0,0,0
2014-2015,Australia Council for the Arts,TRUE,No data,Attorney-General's,FALSE,21/07/2015 15:23,FALSE,0,2,6,2,0,0,0,0,1,0,1,0,0,0,480,60,160,0,0,0,0,0,0,0
2014-2015,Australian Commission for Law Enforcement Integrity,TRUE,No data,Attorney-General's,FALSE,27/07/2015 8:26,FALSE,0,6,113,2,5,0,0,0,0,1,42,0,0,0,0,0,8109,0,0,0,1227,0,0,0
2014-2015,Australian Crime Commission,TRUE,No data,Attorney-General's,FALSE,20/04/2015 16:14,FALSE,1,11,1800,38,54,5,0,0,0,2,10,0,0,0,0,0,0,0,8939,0,2484,0,0,0
2014-2015,Australian Federal Police,TRUE,No data,Attorney-General's,FALSE,3/07/2015 12:00,FALSE,8,500,9891,900,3000,6000,0,0,0,50,1000,50,1000,1000,5000,500,0,0,0,0,25000,0,0,0
2014-2015,"Australian Film, Television and Radio School",TRUE,No data,Attorney-General's,TRUE,6/07/2015 10:08,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian Financial Security Authority,TRUE,No data,Attorney-General's,FALSE,8/07/2015 11:36,FALSE,0,20,420,2,40,30,0,0,0,2,10,0,1,0,1250,0,0,0,30000,0,0,0,0,0
2014-2015,Australian Human Rights Commission,TRUE,No data,Attorney-General's,FALSE,9/02/2015 10:59,FALSE,0,18,566,0,2,22,0,0,0,0,0,0,0,0,979,0,0,0,0,0,0,0,0,0
2014-2015,Australian Institute of Criminology,TRUE,No data,Attorney-General's,FALSE,7/08/2015 15:14,FALSE,0,1,0,0,8,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
2014-2015,Australian Law Reform Commission,TRUE,No data,Attorney-General's,TRUE,15/07/2015 14:27,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian National Maritime Museum,TRUE,No data,Attorney-General's,TRUE,20/04/2015 12:32,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian Transaction Reports and Analysis Centre (AUSTRAC),TRUE,No data,Attorney-General's,FALSE,7/07/2015 14:20,FALSE,3,1,0,0,3200,0,0,0,0,0,0,0,0,0,3043,0,0,0,0,0,2270,0,0,0
2014-2015,Classification Board,TRUE,Attorney-General's Department,Attorney-General's,TRUE,3/08/2015 16:03,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Classification Review Board,TRUE,Attorney-General's Department,Attorney-General's,TRUE,3/08/2015 16:04,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Copyright Tribunal of Australia,TRUE,No data,Attorney-General's,TRUE,6/08/2015 10:04,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,CrimTrac,TRUE,No data,Attorney-General's,FALSE,16/04/2015 15:25,FALSE,0,4,220,1,50,10,0,0,0,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Defence Force Discipline Appeal Tribunal,TRUE,No data,Attorney-General's,TRUE,20/07/2015 11:52,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Family Court of Australia,TRUE,No data,Attorney-General's,FALSE,23/07/2015 11:29,FALSE,0,2,25,0,2,0,0,0,0,1,1,0,0,0,10,0,14020,0,0,0,0,0,0,0
2014-2015,Family Law Council,TRUE,No data,Attorney-General's,TRUE,7/01/2015 17:40,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Federal Circuit Court of Australia,TRUE,No data,Attorney-General's,FALSE,20/04/2015 11:56,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Federal Court of Australia,TRUE,No data,Attorney-General's,FALSE,14/07/2015 12:09,FALSE,0,5,0,113,1,0,0,0,0,3,0,4,1,1,0,0,0,0,0,0,0,0,0,0
2014-2015,Film Certification Advisory Board,TRUE,Attorney-General's Department,Attorney-General's,TRUE,3/08/2015 16:05,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,High Court of Australia,TRUE,No data,Attorney-General's,TRUE,11/08/2015 13:55,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Minister Assisting the Prime Minister on Counter-Terrorism,TRUE,Attorney-General's Department,Attorney-General's,TRUE,3/08/2015 16:05,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Minister for Justice,TRUE,Attorney-General's Department,Attorney-General's,FALSE,20/07/2015 16:42,FALSE,5,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Minister for the Arts,TRUE,Attorney-General's Department,Attorney-General's,TRUE,3/08/2015 16:02,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Museum of Australian Democracy,TRUE,No data,Attorney-General's,FALSE,9/07/2015 12:19,FALSE,0,4,15,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,National Archives of Australia,TRUE,No data,Attorney-General's,FALSE,16/07/2015 15:42,FALSE,0,8,450,2,15,15,0,0,0,0,0,0,0,0,100,0,0,0,0,0,1840,0,0,0
2014-2015,National Film and Sound Archive of Australia,TRUE,No data,Attorney-General's,FALSE,28/07/2015 17:16,FALSE,0,9,70,12,50,60,0,0,0,3,2,0,0,2,200,0,10000,0,0,0,0,0,0,0
2014-2015,National Gallery of Australia,TRUE,No data,Attorney-General's,FALSE,8/07/2015 13:07,FALSE,0,1,0,2,16,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0
2014-2015,National Library of Australia,TRUE,No data,Attorney-General's,FALSE,30/07/2015 9:39,FALSE,0,3,15,3,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,National Museum of Australia,TRUE,No data,Attorney-General's,FALSE,8/01/2015 14:11,FALSE,0,4,19,0,2,3,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2014-2015,National Native Title Tribunal,TRUE,No data,Attorney-General's,FALSE,21/07/2015 12:18,FALSE,0,3,0,0,152,0,0,0,0,1,0,0,40,0,0,0,0,0,0,0,0,0,0,0
2014-2015,National Portrait Gallery of Australia,TRUE,No data,Attorney-General's,FALSE,5/08/2015 9:15,FALSE,0,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Office of Parliamentary Counsel,TRUE,No data,Attorney-General's,FALSE,20/08/2015 15:52,FALSE,0,1,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Office of the Australian Information Commissioner,TRUE,No data,Attorney-General's,FALSE,30/06/2015 12:09,FALSE,0,7,155,10,20,20,0,0,0,2,50,5,10,0,800,0,0,0,0,0,0,0,0,0
2014-2015,Office of the Commonwealth Director of Public Prosecutions,TRUE,No data,Attorney-General's,FALSE,24/06/2015 11:58,FALSE,0,30,352,28,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23845,0,0,0
2014-2015,Public Lending Right Committee,TRUE,Attorney-General's Department,Attorney-General's,TRUE,3/08/2015 16:00,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Screen Australia,TRUE,No data,Attorney-General's,FALSE,1/07/2015 13:07,FALSE,0,3,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Solicitor-General,TRUE,Attorney-General's Department,Attorney-General's,TRUE,8/09/2014 21:04,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian Broadcasting Corporation,TRUE,No data,Communications,FALSE,11/08/2015 12:38,FALSE,0,2,235,10,0,60,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian Communications and Media Authority,TRUE,No data,Communications,FALSE,16/07/2015 12:13,FALSE,0,13,51,3,101,0,0,0,0,2,7,0,2,0,0,0,0,0,0,0,1500,400,0,0
2014-2015,Australian Postal Corporation,TRUE,No data,Communications,FALSE,10/08/2015 13:46,FALSE,1,1,1300,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Department of Communications,TRUE,Department of Communications,Communications,FALSE,26/06/2015 13:29,FALSE,2,104,4000,73,638,0,4,4,0,0,20,0,0,0,0,0,0,0,0,0,3732,0,0,0
2014-2015,Minister for Communications,TRUE,Department of Communications,Communications,TRUE,28/07/2015 10:24,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,NBN Co Limited (ACN 136 533 741),TRUE,No data,Communications,FALSE,15/07/2015 12:19,FALSE,1,3,0,270,0,30,0,0,0,0,0,72,0,48,0,0,5500,0,0,0,0,0,0,0
2014-2015,Parliamentary Secretary to the Minister for Communications,TRUE,Department of Communications,Communications,TRUE,28/07/2015 10:23,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Special Broadcasting Service Corporation,TRUE,No data,Communications,FALSE,20/08/2015 19:36,FALSE,0,1,70,0,35,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1018,0
2014-2015,Telecommunications Universal Service Management Agency ,TRUE,No data,Communications,TRUE,4/08/2015 14:21,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Army and Air Force Canteen Service,TRUE,No data,Defence,FALSE,20/07/2015 10:43,FALSE,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Assistant Minister for Defence,TRUE,Department of Defence,Defence,TRUE,13/07/2015 14:01,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian Defence Human Research Ethics Committee,TRUE,Department of Defence,Defence,TRUE,13/07/2015 14:03,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian Military Forces Relief Trust Fund,TRUE,Department of Defence,Defence,TRUE,20/07/2015 13:43,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian War Memorial,TRUE,No data,Defence,FALSE,4/08/2015 13:35,FALSE,0,3,20,5,20,0,0,0,0,0,0,0,0,0,0,0,47000,0,0,0,0,0,0,0
2014-2015,Defence Families of Australia,TRUE,Department of Defence,Defence,TRUE,20/07/2015 13:45,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Defence Housing Australia,TRUE,No data,Defence,FALSE,2/12/2014 12:33,FALSE,1,1,1700,0,0,0,0,0,0,1,100,0,0,0,2000,0,6050,0,0,0,2700,0,0,0
2014-2015,Defence Reserves Support Council,TRUE,Department of Defence,Defence,TRUE,13/07/2015 14:20,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Department of Defence,TRUE,Department of Defence,Defence,FALSE,13/07/2015 14:04,FALSE,17,109,35636,13,2268,686,160,0,0,7,224,0,0,0,26582,0,237829,0,0,0,75742,0,0,0
2014-2015,Department of Veterans' Affairs,TRUE,Department of Veterans' Affairs,Defence,FALSE,6/08/2015 16:30,FALSE,6,13,11500,75,100,13500,5,20,0,2,0,0,0,0,33000,0,58335,0,0,0,360,0,0,0
2014-2015,Military Rehabilitation and Compensation Commission,TRUE,Department of Veterans' Affairs,Defence,TRUE,6/08/2015 16:52,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Minister Assisting the Prime Minister on the Centenary of ANZAC,TRUE,Department of Veterans' Affairs,Defence,TRUE,6/08/2015 16:55,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Minister for Defence,TRUE,Department of Defence,Defence,FALSE,13/07/2015 14:23,FALSE,0,3,20,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2014-2015,Minister for Veterans' Affairs,TRUE,Department of Veterans' Affairs,Defence,TRUE,6/08/2015 17:12,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Parliamentary Secretary to the Minister for Defence,TRUE,Department of Defence,Defence,TRUE,13/07/2015 13:57,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Repatriation Commission,TRUE,Department of Veterans' Affairs,Defence,TRUE,6/08/2015 16:54,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Repatriation Medical Authority,TRUE,No data,Defence,FALSE,5/08/2015 15:38,FALSE,0,2,5,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Royal Australian Air Force Veterans' Residences Trust Fund,TRUE,No data,Defence,TRUE,1/07/2015 14:43,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Royal Australian Air Force Welfare Trust Fund,TRUE,No data,Defence,TRUE,25/06/2015 12:06,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Royal Australian Navy Central Canteens Fund,TRUE,Department of Defence,Defence,TRUE,13/07/2015 14:07,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Royal Australian Navy Relief Trust Fund,TRUE,Department of Defence,Defence,TRUE,13/07/2015 14:13,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Specialist Medical Review Council,TRUE,No data,Defence,TRUE,9/07/2015 10:53,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Veterans' Review Board,TRUE,No data,Defence,FALSE,21/07/2015 16:31,FALSE,0,2,14,0,1,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Assistant Minister for Education,FALSE,Department of Education and Training,Education,TRUE,22/01/2015 16:04,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Assistant Minister for Education and Training,TRUE,Department of Education and Training,Education,FALSE,16/07/2015 10:27,FALSE,0,1,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2014-2015,"Australian Curriculum, Assessment and Reporting Authority",TRUE,No data,Education,FALSE,29/06/2015 10:50,FALSE,0,4,200,15,55,2,0,0,0,3,2,0,0,0,0,0,4129,0,22733,0,0,0,0,0
2014-2015,Australian Institute of Aboriginal and Torres Strait Islander Studies,TRUE,No data,Education,TRUE,4/08/2015 10:01,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian National University,TRUE,No data,Education,FALSE,2/07/2015 14:15,FALSE,0,2,176,55,191,0,0,0,0,1,6,0,0,0,14,0,0,0,0,0,920,0,0,0
2014-2015,Australian Research Council,TRUE,No data,Education,FALSE,21/01/2015 11:21,FALSE,1,1,11,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Department of Education and Training,TRUE,Department of Education and Training,Education,FALSE,29/06/2015 8:59,FALSE,6,5,7072,168,512,8,0,0,0,2,30,0,2,10,1838,0,0,0,0,0,0,0,0,0
2014-2015,Minister for Education and Training,TRUE,Department of Education and Training,Education,FALSE,2/07/2015 11:24,FALSE,0,2,19,1,2,0,4,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
2014-2015,Parliamentary Secretary to the Minister for Education and Training,TRUE,Department of Education and Training,Education,TRUE,28/07/2015 11:07,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Tertiary Education Quality and Standards Agency,TRUE,No data,Education,FALSE,10/07/2015 11:30,FALSE,0,22,135,2,16,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Asbestos Safety and Eradication Agency,TRUE,No data,Employment,TRUE,14/04/2015 9:43,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Assistant Minister for Employment,TRUE,Department of Employment,Employment,TRUE,31/07/2015 8:57,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Coal Mining Industry (Long Service Leave Funding) Corporation,TRUE,Department of Employment,Employment,TRUE,31/07/2015 8:57,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Comcare,TRUE,Comcare,Employment,FALSE,13/07/2015 15:26,FALSE,3,33,3960,200,1600,750,0,0,0,1,1200,0,20,0,500,50,4900,0,0,0,3600,0,2750,0
2014-2015,Department of Employment,TRUE,Department of Employment,Employment,FALSE,8/09/2014 16:43,FALSE,9,3,13142,182,686,630,0,0,0,2,90,0,4,20,6031,0,0,0,0,0,9477,0,0,0
2014-2015,Fair Work Commission,TRUE,Fair Work Commission,Employment,FALSE,22/07/2015 11:09,FALSE,1,4,1853,0,118,0,0,0,0,0,0,0,0,0,0,0,5271,0,0,0,1200,0,0,0
2014-2015,Fair Work Ombudsman,TRUE,No data,Employment,FALSE,12/03/2015 16:37,FALSE,3,2,6660,90,430,280,0,0,0,0,40,0,0,0,700,0,6018,0,0,0,0,0,0,0
2014-2015,Minister for Employment,TRUE,Department of Employment,Employment,FALSE,22/07/2015 10:07,FALSE,0,3,94,4,3,3,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Office of the Fair Work Building Industry Inspectorate ,TRUE,No data,Employment,FALSE,13/07/2015 11:32,FALSE,0,3,15,0,0,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Road Safety Remuneration Tribunal,TRUE,Fair Work Commission,Employment,TRUE,7/08/2015 9:56,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Safe Work Australia,TRUE,No data,Employment,FALSE,2/07/2015 15:43,FALSE,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,"Safety, Rehabilitation and Compensation Commission",TRUE,Comcare,Employment,TRUE,4/08/2015 11:17,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,"Seafarers Safety, Rehabilitation and Compensation (Seacare) Authority",TRUE,Comcare,Employment,TRUE,4/08/2015 11:16,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Workplace Gender Equality Agency,TRUE,No data,Employment,TRUE,3/07/2015 9:13,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian Heritage Council,TRUE,Department of the Environment,Environment,TRUE,4/08/2015 13:02,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Bureau of Meteorology,TRUE,No data,Environment,FALSE,27/07/2015 15:19,FALSE,1,43,175,49,74,40,0,0,0,1,4,0,0,0,7438,0,2913,0,0,0,2760,0,0,0
2014-2015,Clean Energy Regulator,TRUE,No data,Environment,FALSE,22/07/2015 16:47,FALSE,0,20,75,8,25,2,0,0,0,10,120,1,10,0,0,0,0,0,0,0,4968,0,0,0
2014-2015,Climate Change Authority,TRUE,Department of the Environment,Environment,FALSE,4/08/2015 12:54,FALSE,0,2,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Commonwealth Environmental Water Holder,TRUE,Department of the Environment,Environment,TRUE,4/08/2015 14:40,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Department of the Environment,TRUE,Department of the Environment,Environment,FALSE,3/08/2015 18:04,FALSE,2,91,2200,980,1960,900,2,4,0,0,0,0,0,0,1200,0,0,0,0,0,13810,0,0,0
2014-2015,Director of National Parks,TRUE,Department of the Environment,Environment,TRUE,4/08/2015 12:46,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Great Barrier Reef Marine Park Authority,TRUE,No data,Environment,FALSE,30/07/2015 13:57,FALSE,0,27,253,0,32,26,0,0,0,4,0,0,22,3,8123,0,990,0,141010,0,100,0,0,0
2014-2015,Minister for the Environment,TRUE,Department of the Environment,Environment,FALSE,4/08/2015 10:09,FALSE,0,9,0,0,15,0,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Murray-Darling Basin Authority,TRUE,No data,Environment,FALSE,3/07/2015 11:10,FALSE,0,11,57,16,116,3,0,0,0,8,0,0,1268,0,166,0,0,0,0,0,0,0,0,0
2014-2015,National Environment Protection Council,TRUE,Department of the Environment,Environment,TRUE,4/08/2015 13:13,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,National Water Commission,TRUE,No data,Environment,TRUE,21/04/2015 11:30,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Parliamentary Secretary to the Minister for the Environment,TRUE,Department of the Environment,Environment,FALSE,5/08/2015 16:54,FALSE,0,4,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
